id,title,description,"item group id",link,"product type","google product category","image link",condition,availability,price,mpn,brand
" 985 "," Fir, Balsam Essential Oil – 10ml "," Fir, Balsam has properties that promote the healing of various injuries; both physical and emotional. Some of the more general uses of this oil are to aid with most respiratory issues, various joint pains and muscle aches. As with most evergreen oils, it also has the ability to be uplifting to the mood.

Safety Notes: Non-toxic, non-irritating, and non-sensitizing.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 985 "," https://www.young90health.com/shop/fir-balsam-essential-oil-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/fir-balsam-essential-oil-10ml_3001.jpeg "," New "," in stock "," 52.99 USD"," 67018 "," Youngevity "
" 984 "," Fennel Essential Oil – 10ml "," Fennel is beneficial for settling the stomach, cleansing the pancreas, and balancing blood sugar levels. Fennel is generally used in various skin-strengthening and circulation formulas and to help balance hormones in older adults. Fennel is also used in specific anti-parasitic protocols, and has a slight black licorice scent.

Safety Notes: Not for use during pregnancy. Not for use by those with epilepsy. Not recommended for internal use by those with estrogenic cancers due to its estrogen-like properties.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 984 "," https://www.young90health.com/shop/fennel-essential-oil-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/fennel-essential-oil-10ml_300.jpeg "," New "," in stock "," 29.99 USD"," 67076 "," Youngevity "
" 983 "," Eucalyptus Radiata Essential Oil – 10ml "," Eucalyptus Radiata, also known as narrow-leaf Peppermint, is a gentle, but powerful respiratory oil. Milder than other eucalyptus oils, it is an excellent choice for use with children. It has exceptional anti-infectious abilities and is particularly useful in clearing the upper lungs. It can be used to help reduce fevers and alleviate chronic fatigue or immune deficiencies.

Safety Notes: Not for internal use. May neutralize homeopathic remedies; do not use simultaneously or store together. When diffusing in a sickroom, place diffuser across the room so that the lungs are not overwhelmed with the strength of the oil.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 983 "," https://www.young90health.com/shop/eucalyptus-radiata-essential-oil-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/eucalyptus-radiata-essential-oil.jpeg "," New "," in stock "," 32.00 USD"," 67017 "," Youngevity "
" 982 "," Eucalyptus Globulus Essential Oil – 10ml "," The major constituent in eucalyptus leaves is a volatile oil known as eucalyptol (1 8-cineol). In order to provide its potent effects the leaf oil should contain approximately 70-85% eucalyptol. Eucalyptus is thought to function in a fashion similar to menthol by acting on receptors in the nasal mucosa thereby facilitating healthy breathing.* "," 982 "," https://www.young90health.com/shop/eucalyptus-globulus-essential-oil-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/eucalyptus-globulus-essential-oil-10ml_3001.jpeg "," New "," in stock "," 25.99 USD"," 67016 "," Youngevity "
" 981 "," Eucalyptus Citriodora Essential Oil - 10 ml "," Eucalyptus Citriodora is also known as Lemon<i> </i>Eucalyptus.<b> </b>Generally this oil is used for a wide-range of anti-parasitic related needs. It is widely used in the areas of antibacterial, antifungal and antiviral related needs. It has also been used as a general-use oil for calming and sedative needs.

Safety Notes: Not for internal use. Safe for external use in moderation. Nontoxic, mild irritant; can cause occasional sensitization.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 981 "," https://www.young90health.com/shop/eucalyptus-citriodora-essential-oil-10-ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/eucalyptus-citriodora-essential-oil-10-ml_300.jpeg "," New "," in stock "," 32.99 USD"," 67067 "," Youngevity "
" 980 "," Essential Oils CEO Mega Pak™ "," The Essential Oil CEO Pak™ consists of a variety of our best-sellers, including the Essential Results Now Kit, so that you can assess individuals seeking aromatherapy help, plus all of the new, specially-crafted blends. From helping with health concerns to improving cleansing processes to adding flavor to recipes, essential oils have a variety of uses. Contains: Welcome Kit, Essential Results Now Kit (To Be At Peace, Birch-Sweet, Marjoram-Sweet, Ravensara, Lemongrass, Cypress, Geranium-Rose), newest blends (Sweet Soothe, Comfort Touch, Relief, Earth Scent, Organ Master, XY, Heaven Scent, Physical Care), other essential oils/blends (Lavender, Peppermint, Lemon, Dill Blend, GI Purify, Black Spruce, Basil-Sweet, Green Mandarin, Jasmine, Frankincense &amp; Lavender, Grapeseed Carrier Oil) and marketing materials (10 Essential Results Now Booklets, 25 Aroma Share Club Flyers, the Essential Results Now DVD, and an essential oil carrying case). "," 980 "," https://www.young90health.com/shop/essential-oils-ceo-mega-pak/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/essential-oils-ceo-mega-pak_300.jpeg "," New "," in stock "," 559.99 USD"," 1094 "," Youngevity "
" 976 "," Essential Oil Reference Card Set "," With so many incredible essential oils at your disposal, knowing how to properly use each one can be quite the task. Fortunately, these reference cards provide all the details you need on each Youngevity Essential Oil. From suggested carriers to safety tips, these cards make it easy for you to learn how to properly use each essential oil and are also a great marketing tool to share with individuals. Includes Reference Cards for Single Oils, Special Blends &amp; Carrier Oils. "," 976 "," https://www.young90health.com/shop/essential-oil-reference-card-set/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/essential-oil-reference-card-set_300-1.jpeg "," New "," in stock "," 25.00 USD"," 67000RCSET "," Youngevity "
" 975 "," Earth Scent™ Essential Oil Blend – 10ml "," Earth Scent™ is used to balance brain function and give mental support in cases of aging or slowing down of the mind. It helps the brain organize thoughts, supports focus, and helps reduces overall stress levels. Earth Scent™ works best at the end of the day to help reduce mental chatter and supports a good night’s rest. It works well as a companion with the Heaven Scent™ blend, which is best used during morning hours.

&nbsp;

Safety Note: Not recommended for pregnant women. Recommend dilution for children under 3 years. "," 975 "," https://www.young90health.com/shop/earth-scent-essential-oil-blend-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/earth-scent-essential-oil-blend-10ml_300.jpeg "," New "," in stock "," 32.99 USD"," 67083 "," Youngevity "
" 974 "," Dragon’s Breath™ Essential Oil Blend – 10ml "," Dragon’s Breath™ helps with the stresses of life, including grief and trauma. The oils in this blend all have properties that help to strengthen the nervous and limbic systems, especially when dealing with stressful, fatiguing situations. Give the body what it needs, and it will handle what is thrown at it. Don’t let the name Dragon’s Breath™ scare you. The inspiration for its name comes from one of the oils it contains—Dragon’s Blood, a plant found in the marshy regions of Southwest Asia.

&nbsp;

Safety Note: Due to the ingredient Sage, not recommended for children under 3 years; not recommended for pregnant women; not recommended for individuals with a history of epilepsy or high blood pressure. "," 974 "," https://www.young90health.com/shop/dragons-breath-essential-oil-blend-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/dragons-breath-essential-oil-blend-10ml_300.jpeg "," New "," in stock "," 39.99 USD"," 67047 "," Youngevity "
" 973 "," Dill Blend Essential Oil Blend – 10ml "," Dill Blend™ is a combination of both Dill Seed and Dill Weed and is non-toxic, non-sensitizing, and non-irritating; one of the gentlest oil blends. It is beneficial in supporting the digestive, respiratory, and renal systems. Gently rubbing on a child’s tummy or bottom of feet can help relieve vomiting and stomach cramps. If you don’t like the “pickle” scent, add a drop of Ginger. It works well with Coriander for balancing blood sugar.

&nbsp;

Safety Note: Not recommended for pregnant women. Recommend dilution for children under 3 years. "," 973 "," https://www.young90health.com/shop/dill-blend-essential-oil-blend-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/dill-blend-essential-oil-blend-10ml_300.jpeg "," New "," in stock "," 22.99 USD"," 67082 "," Youngevity "
" 972 "," Deep Cleanser™ Essential Oil Blend – 10ml "," Deep Cleanser™ is a powerful blend made with 100% pure, therapeutic Youngevity Essential Oils. This blend contains: Black Spruce, Cypress, Eucalyptus Citriodora, Eucalyptus Globulus, Frankincense, Juniper Berry, Lemon, Lemongrass, Pine, Sage, Tea Tree, Thyme Thymol. "," 972 "," https://www.young90health.com/shop/deep-cleanser-essential-oil-blend-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/deep-cleanser-essential-oil-blend-10ml_300.jpeg "," New "," in stock "," 32.99 USD"," 67015 "," Youngevity "
" 971 "," Cypress Essential Oil – 10ml "," Cypress oil is used to help improve circulation and also respiratory related needs; ranging from asthma and whooping cough to bronchitis and general congestion. Cypress oil is sometimes considered a ""poor man’s Helichrysum oil"" in that it serves many similar needs. This oil also helps with issues related to perspiration.

Safety Notes: Non-toxic, non-sensitizing, and non-irritating. For overnight diffusing, place diffuser across the room, away from the bed for best results.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 971 "," https://www.young90health.com/shop/cypress-essential-oil-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/cypress-essential-oil-10ml_300.jpeg "," New "," in stock "," 34.99 USD"," 67052 "," Youngevity "
" 970 "," Coriander Essential Oil – 10ml "," The uplifting, refreshing scent of Coriander has been used throughout history to stimulate the appetite by creating a unique flavor in foods. This oil has been known to help in circulation stimulation and lymphatic drainage. Coriander is also used in balancing blood sugar, helping with digestive issues and relieving muscular pains.

Safety Notes: Best used in moderation, can have a narcotic effect if used in high doses. Do not use during pregnancy.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 970 "," https://www.young90health.com/shop/coriander-essential-oil-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/coriander-essential-oil-10ml_300.jpeg "," New "," in stock "," 39.99 USD"," 67081 "," Youngevity "
" 969 "," Comfort Touch™ Essential Oil Blend – 10ml "," This blend was formulated primarily as a first aid blend for children and their particular needs, especially for small scratches and bruises. After testing, it was observed that adults benefit equally as well. Traditionally, when single oils are combined in a blend, they become one entity used for targeting one specific goal. The oils for this blend were chosen because they can stand alone in a blend, each benefiting the body in its own distinct way, allowing this blend to accomplish multiple functions.

&nbsp;

Safety Note

Recommend dilution for children under 3 years. Recommend dilution for pregnant women. "," 969 "," https://www.young90health.com/shop/comfort-touch-essential-oil-blend-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/comfort-touch-essential-oil-blend-10ml_300-1.jpeg "," New "," in stock "," 32.99 USD"," 67088 "," Youngevity "
" 963 "," Clove Bud Essential Oil – 10ml "," Clove Bud Essential Oil is generally known to support mouth-related concerns, such as toothaches and bad breath. However, Clove Bud is becoming more popular as it is used for pain relief against various infections and infectious diseases, and as a stimulant for the heart/nervous system and the respiratory system. Clove Bud’s warming abilities help support the digestive system.

Safety Notes: Always use minimal amounts. Can cause irritation to the skin and mucous membranes; always use carrier oil with each application. An effective blood thinner; it should not be used if using thinners such as Coumadin. Do not use when pregnant. Do not use with children under 2 years of age, not a teething oil.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 963 "," https://www.young90health.com/shop/clove-bud-essential-oil-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/clove-bud-essential-oil-10ml_300.jpeg "," New "," in stock "," 25.99 USD"," 67051 "," Youngevity "
" 962 "," Clary Sage Essential Oil – 10ml "," Clary Sage Essential Oil has been found to be especially beneficial for women; from puberty through menopause. However, it provides support for both men and women with concerns such as depression, anxiety, colic, abdominal cramps, indigestion, impotence and frigidity. The euphoric and uplifting properties of this essential oil help with nervous tension, irritability, fatigue and migraines. Plus, it has been used in some hair and skin care products for its toning properties; helping with hair loss.

Safety Notes: Use in moderation as it could have a mild psychotropic effect. Should not be used during pregnancy; only at delivery. Should not be taken with medications or substances that have an iron base. Should not be taken with alcohol; will increase inebriation and cause bad nightmares.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 962 "," https://www.young90health.com/shop/clary-sage-essential-oil-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/clary-sage-essential-oil-10ml_300.jpeg "," New "," in stock "," 52.99 USD"," 67014 "," Youngevity "
" 961 "," Cinnamon Essential Oil – 5ml "," Cinnamon Essential Oil is one of the most universal oils because of its wide-range of uses. This oil is one of the few oils that aids with circulation and heart stimulation. Additionally, it provides support with the flu, digestive issues, blood sugar issues, male reproduction concerns, childbearing women and even with tropical fever along with a wide-range of infections. When highly diluted, it has been used effectively as an anti-parasitic oil against scabies.

Safety Notes: Best if applications are done with a carrier oil. Neat (undiluted) applications to areas of the body other than feet is not advised. Use in moderation. Avoid during pregnancy. Not recommended for children under 12 years unless diluted in carrier. Not recommended for pets.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 961 "," https://www.young90health.com/shop/cinnamon-essential-oil-5ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/cinnamon-essential-oil-5ml_300.jpeg "," New "," in stock "," 39.99 USD"," 67049 "," Youngevity "
" 956 "," Cedarwood Essential Oil – 10ml "," Cedarwood Essential Oil often times has references to a number of oils from various plants. This essential oil is the “atlantica” species, known to be mild, gentle, and calming to the nerves. It has been used for issues related to the skin, including fungal infections of the scalp and other hair related issues. It is also effective for most testosterone, hormone-related needs as well as other male emotional challenges.

Safety Notes: Not to be used by pregnant women. Not to be taken internally; could irritate stomach.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 956 "," https://www.young90health.com/shop/cedarwood-essential-oil-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/cedarwood-essential-oil-10ml_300.jpeg "," New "," in stock "," 24.99 USD"," 67066 "," Youngevity "
" 955 "," Carrot Seed Essential Oil - 10 ml "," Carrot Seed Essential Oil has been used to support many skin care needs, however, it is also used for glandular and internal organ support and cleansing. Also, like its donor plant the carrot, it has been found to provide eye support as well as general overall stimulation for the body and energy level boosts.

Safety Notes:  Use in moderation, may become nauseating in large amounts. Avoid if pregnant. Avoid eye contact.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 955 "," https://www.young90health.com/shop/carrot-seed-essential-oil-10-ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/carrot-seed-essential-oil-10-ml_300.jpeg "," New "," in stock "," 52.99 USD"," 67065 "," Youngevity "
" 954 "," Breath of Life™ Essential Oil Blend – 10ml "," Breath of Life™ is particularly helpful in treating colds, flu, respiratory illness, sinus problems, congestion, asthma, and pulmonary problems. Its carefully selected oils blended together to assist in opening the respiratory system, calming coughs, improving circulation, and aids in thinning thick mucus and releasing it from the body.

&nbsp;

Safety Note: Not recommended for pregnant women. Use caution with high blood pressure. Undiluted use not recommended for children under 10 years. "," 954 "," https://www.young90health.com/shop/breath-of-life-essential-oil-blend-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/breath-of-life-essential-oil-blend-10ml_300.jpeg "," New "," in stock "," 34.99 USD"," 67013 "," Youngevity "
" 953 "," Black Spruce Essential Oil – 10ml "," Black Spruce Essential Oil is very much like most of the evergreen oils in that it serves to work effectively with the physical aspects of fatigue, bone and muscle pain, and most challenges to the respiratory system. Also, this oil has been found to support emotional uplift and calming of the nerves. Black Spruce has also been used in recipes for bug and mosquito repellents.

Safety Notes: Can be mildly irritating to those with very sensitive skin.

Youngevity Essential Oils come from the most respected and ethical distillers, free of additives, extenders or chemicals; delivering the purest, authentic essential oil. Each essential oil is organic, wild-crafted or ethically farmed. "," 953 "," https://www.young90health.com/shop/black-spruce-essential-oil-10ml/ "," Essential Oils "," Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements "," https://www.young90health.com/assets/uploads/2015/07/black-spruce-essential-oil-10ml_300.jpeg "," New "," in stock "," 42.50 USD"," 67053 "," Youngevity "
